Run
Judge
Topic Num,TweetID,Tweet
MB009,32622591004909568," NISSAN: 1995 TOYOTA CELICA automatic (lawrenceville) $2200: TODAY and TOMORROW only !!!!!!......$22... http://bit.ly/gJRbKP #carsatlanta","=HYPERLINK(""http://bit.ly/gJRbKP"",""LINK"")"
MB009,32593444148879360," TOYOTA: 2004 Toyota Celica 62k *Sports Pakage* RARE!!! - (Norcross) $9000: The car is in great sha... http://bit.ly/gqSQHA #carsatlanta","=HYPERLINK(""http://bit.ly/gqSQHA"",""LINK"")"
MB009,32588978892836865," @UNCyrus I already have one, and as I recall... it stung. The new one will be on the top of my foot. SensitiveB",
MB009,32587308741951489," GM, Ford, Toyota sales rise on demand for big pickups, new models: - http://newzfor.me/?ctrk","=HYPERLINK(""http://newzfor.me/?ctrk"",""LINK"")"
MB009,32586088602140672," @SophieDervan aw cool!! Well done for the recall and good luck!! X",
MB009,32585791540563968," In one case here in the US, I recall a that defendant argued that breaking wind was protected by the First Amendment.",
MB009,32584805862346752," @VictorLukeA toyota rav-4 or ra-4 lah, -elaine, the awesomest person in the world",
MB009,32577391373058049," @mark_tywharton I seem to recall you doing the same thing not too long ago.. try to chop off a finger!",
MB009,32577154411663361," GM, Ford, Toyota sales rise on demand for big pickups, new models: - http://newzfor.me/?ctrk","=HYPERLINK(""http://newzfor.me/?ctrk"",""LINK"")"
MB009,32573974386835456," Toyota offers exit plan for some workers: Toyota confirmed Tuesday that it is offering "voluntary exit packages"... http://bit.ly/dFkgi3","=HYPERLINK(""http://bit.ly/dFkgi3"",""LINK"")"
MB009,32573837421846528," Toyota offers exit plan for some workers: Toyota confirmed Tuesday that it is offering "voluntary exit packages"... http://bit.ly/e7FBll","=HYPERLINK(""http://bit.ly/e7FBll"",""LINK"")"
MB009,32573818761379840," Toyota offers exit plan for some workers: Toyota confirmed Tuesday that it is offering "voluntary exit packages"... http://bit.ly/gZICgW","=HYPERLINK(""http://bit.ly/gZICgW"",""LINK"")"
MB009,32565862422552576," Used car recently added: #TOYOTA #COROLLA only £200 http://bit.ly/gBR9IX http://twitpic.com/3vkubv","=HYPERLINK(""http://bit.ly/gBR9IX"",""LINK"")""=HYPERLINK(""http://twitpic.com/3vkubv"",""LINK"")"
MB009,32561378669625344," GM, Ford, Toyota rise on demand for big pickups, new models - http://newzfor.me/?c7ok","=HYPERLINK(""http://newzfor.me/?c7ok"",""LINK"")"
MB009,32557654815543296," RT @_icheeLee: I don't recall us sharing a SSN for you to clock my every move",
MB009,32556508755529728," @kellyoxford I don't recall his death being glorious -- I recall middle of the night 911 call from Joaquin",
MB009,32552744321548288," Some Toyota car audio systems not working with iPhone in Australia http://aol.it/gDPj3w #Apple","=HYPERLINK(""http://aol.it/gDPj3w"",""LINK"")"
MB009,32552738894123008," Some Toyota car audio systems not working with iPhone in Australia: Australian newspapers are reporting today th... http://aol.it/ht0hUZ","=HYPERLINK(""http://aol.it/ht0hUZ"",""LINK"")"
MB009,32552332935827456," Videos: James Lipton tries to find plural of Prius in Toyota 'Wordliness' series http://t.co/7NGFWkt via","=HYPERLINK(""http://t.co/7NGFWkt"",""LINK"")"
MB009,32548182655242240," i do not recall tweeting this *cough* homothug *cough* RT @traaces: @mgamuso is the coolest bitch out there.",
MB009,32545371230052353," Toyota Texas Bass Classic to Continue Support for Texas Parks and Wildlife Department: ATHENS - The Toyota Texas... http://bit.ly/hHTSLr","=HYPERLINK(""http://bit.ly/hHTSLr"",""LINK"")"
MB009,32544850360401920," RT @automotive_news: Toyota Motor Sales U.S.A. begins voluntary buyouts: Toyota Motor Sales U.S.A. is seeking to reduce headcount on ......",
MB009,32538898143907841," @AliciaGambs If I'm 100% honest, I don't remember anyone. I'm trying to recall things, but - nothing..",
MB009,32502528415367169," I uploaded a YouTube video -- 2009 Toyota Sienna available from Matthew's Motors Inc. http://youtu.be/1sb2S94CWFg?a","=HYPERLINK(""http://youtu.be/1sb2S94CWFg?a"",""LINK"")"
MB009,32499905356374016," @goonerathena in 1 hour 40 minute if I recall correctly",
MB009,32487033763012608," @khayadlanga chauffeured in a Toyota Cressida",
MB009,32479117899202560," 2011 Toyota Highlander, VW Jetta Receive NHTSA’s Four-Star Safety Rating: The 2011 Toyota Highlander, Toyota Ven... http://bit.ly/i0qlmx","=HYPERLINK(""http://bit.ly/i0qlmx"",""LINK"")"
MB009,32479067676614656," I recall "I do have a gf!" RT @MzMeekMeek: RT @Jody_Jody_Jody @jetblack_16: we don't have a title &lt; I recall "main chick" but who am I???",
MB009,32478392452386816," Become a Toyota Expert with the Automotive Service Technician Toyota Apprenticeship http://bit.ly/i0zzG3","=HYPERLINK(""http://bit.ly/i0zzG3"",""LINK"")"
MB009,32478245655941120," Recall,lesbian reality show,meditate and script Reading class...a day in the life of a Broom",
MB009,32476863846678528," Toyota to celebrate the Land Cruiser's 60th birthday with a special anniversary edition.",
MB009,32475413565407232," I'm at Findlay Toyota Scion (7733 Eastgate Rd, Auto Show Drive, Henderson) http://4sq.com/dPXPn9","=HYPERLINK(""http://4sq.com/dPXPn9"",""LINK"")"
MB009,32472806688034816," @chrisboutet Can't even recall... I prefer reading. #podcast",
MB009,32471189955805184," That bar had me feelinq riqht ... Can't even recall last niqht events .",
MB009,32470406543704064," @Rob_da_Bob laughing my ass off get you a fully loaded 2011 Toyota Avalon & #PUSH",
MB009,32459336693321729," @Exposingtweets isn't that an offence, I recall some BNP man getting told off for the same thing with Griffin",
MB009,32455072583516160," [NHL: Washington Capitals] Capitals Recall Jay Beagle from Hershey http://bit.ly/fWG34R #Capitals","=HYPERLINK(""http://bit.ly/fWG34R"",""LINK"")"
MB009,32445511222956034," 1991 Toyota MasterAce Surf from UK and Ireland http://bit.ly/hpyH8s","=HYPERLINK(""http://bit.ly/hpyH8s"",""LINK"")"
MB009,32440546358202368," New Inventory ArrivalRichmond Hill #ToyotaSay you saw it on Twitter! TOYOTA TOYOTA CAMRY 2007 http://dmbtweet.com/t88296","=HYPERLINK(""http://dmbtweet.com/t88296"",""LINK"")"
MB009,32431408169357316," @iFuckedUpTweets A TOYOTA'S A TOYOTA. (Toyota being a car make.)",
MB009,32424199859478528," TÜV Gold badge for Toyota Prius : http://www.moniteurautomobile.be/article/telex-insigne-dor-tuv-pour-la-toyota-prius-14955.cfm","=HYPERLINK(""http://www.moniteurautomobile.be/article/telex-insigne-dor-tuv-pour-la-toyota-prius-14955.cfm"",""LINK"")"
MB009,32422769861857280," At the Toyota Road show in Cape Town :) amazing to see that Upington is representing in the for row. http://yfrog.com/h2pd2gzj","=HYPERLINK(""http://yfrog.com/h2pd2gzj"",""LINK"")"
MB009,32407314866638848," Used car recently added: #TOYOTA #VERSO only £16800 http://bit.ly/hvTFxf http://twitpic.com/3vfp1n","=HYPERLINK(""http://bit.ly/hvTFxf"",""LINK"")""=HYPERLINK(""http://twitpic.com/3vfp1n"",""LINK"")"
MB009,32398941882417153," RT @ToyotaBTCC: The #Toyota #BTCC Tweets start here!",
MB009,32397520948699136," Welcome to the circus! RT @toyotabtcc: The #Toyota #BTCC Tweets start here!",
MB009,32395236919476224," 2007 Toyota Prius Hybrid 4cyl Automatic | Good Vibe Local Business ... - http://bit.ly/hQGjP3","=HYPERLINK(""http://bit.ly/hQGjP3"",""LINK"")"
MB009,32359256808230912," @Ben_Hollandd Message: Important Recall..... The maker of human beings is recalling all units manufactured,http://t.co/QhEHnWH","=HYPERLINK(""http://t.co/QhEHnWH"",""LINK"")"
MB009,32350204116074497," Used Car Values | Toyota: One Year Later http://dlvr.it/FXJ6s","=HYPERLINK(""http://dlvr.it/FXJ6s"",""LINK"")"
MB009,32330739202658304," Hottest day I can recall since primary school. Over it. Bring on winter.",
MB009,32327344001646592," @yayDK if I recall correctly it's slang for 'imbalanced', which pertains to overly strong characters/players in various MMORPGs in their heyday",
MB009,32322561203240961," Please. I'm definitely not into that holiday. Can't recall when I even had a valentine RT @juicy_pinksugar: @AshMonique314 *rolls eyes*",
MB009,32297104646864896," @_2B1ASK1 my car is at the toyota dealership anyway",
MB009,32291728329277440," @wiseturtle Not that I can recall, but that would be pretty fun. :D",
MB009,32289780393836544," lexical recall and attention control as specific to L2... are they fundamentally different from the same variables in L1, or say reading?",
MB009,32287450315366400," @MwahNish uhh I honestly don't recall (professional voice)",
MB009,32278886465142785," Pet Food Recall Solution: Experts Reveal Top Ten Rules and More ... http://ow.ly/1b7xKG","=HYPERLINK(""http://ow.ly/1b7xKG"",""LINK"")"
MB009,32272716757209090," Toyota Motorsport Wind Tunnels Help Design Faster, High-Performance Cars http://bit.ly/hg2e2K","=HYPERLINK(""http://bit.ly/hg2e2K"",""LINK"")"
MB009,32256778020331522," Toyota seeks to have much of Minn. suit dismissed http://ff.im/-xaMym","=HYPERLINK(""http://ff.im/-xaMym"",""LINK"")"
MB009,32250713039970304," RT @TheIndyNews Colin Farrell cast in 'Total Recall' remake - Films, Arts & Entertainment - The In.. http://ind.pn/fSTPac","=HYPERLINK(""http://ind.pn/fSTPac"",""LINK"")"
MB009,32243595117330432," @brendajos I seem to recall some discussions about who was sleeping with plastic man @annohio @chazfrench @jesthestar",
MB009,32237326075699200," Videos: James Lipton tries to find plural of Prius in Toyota 'Wordliness' series http://bit.ly/eFD9NT","=HYPERLINK(""http://bit.ly/eFD9NT"",""LINK"")"
MB009,32233800943542272," Videos: James Lipton tries to find plural of Prius in Toyota 'Wordliness' series http://bit.ly/hS0478 #cars #auto","=HYPERLINK(""http://bit.ly/hS0478"",""LINK"")"
MB009,32233791544102912," Videos: James Lipton tries to find plural of Prius in Toyota 'Wordliness' series http://aol.it/i1hIPO win2cars.com","=HYPERLINK(""http://aol.it/i1hIPO"",""LINK"")"
MB009,32231806556184576," Aerobic exercise boosts memory: Regular walking improved seniors' recall http://bit.ly/gO6awT #memory #psychology #aging","=HYPERLINK(""http://bit.ly/gO6awT"",""LINK"")"
MB009,32229574465028096," Join my Toyota AFL Dream Team league. League code: 592550 http://t.co/TTbRLql","=HYPERLINK(""http://t.co/TTbRLql"",""LINK"")"
MB009,32215923481907200," Toyota Recalls 1.7 Million Vehicles as Quality Woes Mount http://t.co/G4jVBFW via @ijournal","=HYPERLINK(""http://t.co/G4jVBFW"",""LINK"")"
MB009,32211196887171072," NY Toyota Dealers Rated by Dealer Rater: Huntington Toyota No. 1 Dealer On ...: New York - Many consumers look t... http://bit.ly/fuD2Us","=HYPERLINK(""http://bit.ly/fuD2Us"",""LINK"")"
MB009,32206209255743488," TOYOTA: 2008 Toyota Tundra 2WD Truck Extended Cab Pickup SR5 (only 5000 miles) (atlanta): 2008 Toy... http://bit.ly/eCOsmc #carsatlanta","=HYPERLINK(""http://bit.ly/eCOsmc"",""LINK"")"
MB009,32205673987047424," It's Trivia time... Toyota Trivia... Are you Ready?",
MB009,32205373465165824," Beetle recall: V.W.T.F.?: Volkswagen is recalling about 20 new Beetles -- and replacing them with identical cars. http://bit.ly/gY5kaj","=HYPERLINK(""http://bit.ly/gY5kaj"",""LINK"")"
MB009,32203262643937280," Beetle recall: V.W.T.F.? http://rss.cnn.com/~r/rss/money_latest/~3/5m-xfCjYEzU/index.htm","=HYPERLINK(""http://rss.cnn.com/"",""LINK"")"
MB009,32195697591717888," @skinnyjeangurl yeah i seem to recall a message like that :)",
MB009,32181262210834432," @Kool_WhipDrizzy Message: Important Recall..... The maker of human beings is recalling all units manufactured,http://t.co/QhEHnWH","=HYPERLINK(""http://t.co/QhEHnWH"",""LINK"")"
MB009,32179938945671168," what does the intel/sandy bridge recall mean if I was looking to purchase a sandybridge pc this week? hold of and wait?",
MB009,32175315740524544," WSJ Video: #Toyota, #Food Inflation; Toyota keeps title, outlook for 2011, food inflation in developing nations: http://tinyurl.com/4q8j5y9","=HYPERLINK(""http://tinyurl.com/4q8j5y9"",""LINK"")"
MB009,32173937978769408," @akshay_gooner Nope. Read story on official site today. He specifically says he could recall Bartley if he needed to.",
MB009,32172004148772864," @MagdaLena_PL @Nickelback and I still can't recall what was that... ;|",
MB009,32170513686073344," BleacherReport.com - Vancouver Canucks Recall 2008 First-Round Pick Cody Hodgson from Manitoba Moose: http://bit.ly/gpp2Od","=HYPERLINK(""http://bit.ly/gpp2Od"",""LINK"")"
MB009,32162580558512128," Used 2007 Toyota Tundra SR5 Available Fred Haas Toyota Country Used Cars http://bit.ly/hSFd0I","=HYPERLINK(""http://bit.ly/hSFd0I"",""LINK"")"
MB009,32161031019036672," @JenDeLeon11 Embarrassing! Someone brought their own bottle of ranch too! I can't recall but I believe it was @unghellogregory LOL!",
MB009,32155718098354176," Congratulations and Thank you to Erica on her new 2009 Toyota Tacoma SR5 Access Cab from Toyota of Kirkland http://fb.me/OVk9bpHL","=HYPERLINK(""http://fb.me/OVk9bpHL"",""LINK"")"
MB009,32153355140726784," @novtraco last I recall I didn't see +gct on one of those tags. Why is that? I always wondered",
MB009,32149874489167872," Used car recently added: #TOYOTA #AVENSIS only £975 http://bit.ly/ifhMx1 http://twitpic.com/3v8h77","=HYPERLINK(""http://bit.ly/ifhMx1"",""LINK"")""=HYPERLINK(""http://twitpic.com/3v8h77"",""LINK"")"
MB009,32144904536723456," Wenger - I might recall some loan playershttp://bit.ly/hXtxJA","=HYPERLINK(""http://bit.ly/hXtxJA"",""LINK"")"
MB009,32128997622030336," Manchester United | Manchester United Will Not Recall Tom Cleverley From Wigan Athletic – Report http://dlvr.it/FVHjv","=HYPERLINK(""http://dlvr.it/FVHjv"",""LINK"")"
MB009,32115561261432832," intelligence faz recall denial of service chipsets para processadores Sandy Bridge - http://migre.me/3ME8b","=HYPERLINK(""http://migre.me/3ME8b"",""LINK"")"
MB009,32106009128345600," The key aspects of memory recall are: focus, association & repetition.",
MB009,32086736309850112," Toyota Developing Electric Motors That Require No Rare Earth Metals http://bit.ly/fTGkEO","=HYPERLINK(""http://bit.ly/fTGkEO"",""LINK"")"
MB009,32076365465391105," Doing some 2010 UK vehicle recall analysis. VOSA site handy but could do with an "export as csv" function for results",
MB009,32045208833097729," Used car recently added: #TOYOTA #CAMRY only £995 http://bit.ly/h5nFW4 http://twitpic.com/3v53wk","=HYPERLINK(""http://bit.ly/h5nFW4"",""LINK"")""=HYPERLINK(""http://twitpic.com/3v53wk"",""LINK"")"
MB009,32042433021747200," BP, Toyota, NPR top 2010 PR blunders list http://bit.ly/dJWz6u","=HYPERLINK(""http://bit.ly/dJWz6u"",""LINK"")"
MB009,32015963557724160," How Much Is a Tweet Worth? $500, Says Toyota http://on.mash.to/g3Qhzm","=HYPERLINK(""http://on.mash.to/g3Qhzm"",""LINK"")"
MB009,32010274919677952," RT @khayadlanga: RT @chiefntshingila: #Egypt just made me appriciate the #ANC we recall people here!",
MB009,31987981896126464," lexus also included in the latest Toyota recall",
MB009,31985563821154305," Toyota gloves up against all comers in green corner http://tumblr.com/xqo1e2t6q7","=HYPERLINK(""http://tumblr.com/xqo1e2t6q7"",""LINK"")"
MB009,31984587735306240," Toyota Recalls 1.7 Million Cars Worldwide Due to Fuel Sensors: A safety recall to inspect the installation of fu... http://bit.ly/gpkmqK","=HYPERLINK(""http://bit.ly/gpkmqK"",""LINK"")"
MB009,31979366166568960," I don't recall ! What tattoos ? RT @LightFaceFreshH: Tattoos @PiiNkiiSH_ I forgot you owe me",
MB009,31967577169199105," @Steph_Philbrick you do recall correctly! He's got a little more crinkly but not much. The recognition was instant.",
MB009,31949382764986368," @GreenieXIII Not that I recall.",
MB009,31927547402911744," Eonon D2208 fixed to Toyota Corolla 121 2002 year http://tinyurl.com/64xw3fk","=HYPERLINK(""http://tinyurl.com/64xw3fk"",""LINK"")"
MB009,31924869016846337," Horse feed manufacturer issues voluntary recall http://t.co/q2tTzbF via @sfgate","=HYPERLINK(""http://t.co/q2tTzbF"",""LINK"")"
MB009,31909487694577664," Her name is Lexus but they call her toyota she a duck fa lettin them",
MB009,31908904992505856," I'm a robot! Tetris sex. Awesome night from what I recall",
MB009,31902389682307072," @TruestGentleman I only recall one time.",
MB009,31901470995521537," I remember the face, but can't recall the name; now I wonder how what's his name has been",
MB009,31860680286019586," Hoping to sell my car here — at SF Toyota http://gowal.la/c/3smPL","=HYPERLINK(""http://gowal.la/c/3smPL"",""LINK"")"
MB009,31858164743802881," @peterjanes didn't look like tales of the riverbank. At least what I recall. This was bizarro. But I did laugh at the hamster in the car.",
MB009,31847614580264960," @PackerDrunk um not that I recall..",
MB009,31835964271755264," Nice selection of Toyota Carinas & Corollas, some upside down, on tonight's #topgear #payingattentiontothewrongcarsagain",
MB009,31823386401308672," @ElPacero yep...he recall me many good memory at the beginning of the season",
MB009,31819707753439233," @datboy_handsome -__- #twitterlies . . .your lucky i was fucked up and cant recall if you did or not laughing out loud",
MB009,31816358995959808," @NOLAQueenD i remember reagan's administrator said haitian and homosexual are the blame for aids, recall that?",
MB009,31809911788675072," @QuirkyDiana We cannot dismiss the AEG contract as nothing but "crappy" either--recall, MJ had no attorney present for that contract.",
MB009,31797380017815554," @pyschobabbler @paulmcgee might be a good thing, get his form and fitness up, then recall him?",
MB009,31796546072739841," @RealSaltydogg @reddiekins huh what is going on? i don't recall that i know you guys at all eh.",
MB009,31790001649876992," Elevated lead levels prompt recall of "Nuclear Sludge" candy bar | Healthy Living http://t.co/u323OYr #health #recall #candy","=HYPERLINK(""http://t.co/u323OYr"",""LINK"")"
MB009,31781785926897664," Paris 2010: 2011 Toyota Verso-S is a small MPV with big features http://post.ly/1YMkR","=HYPERLINK(""http://post.ly/1YMkR"",""LINK"")"
MB009,31764484322234368," @ashleyluffsyou i don't recall doing it but i'll check it out when i get home.",
MB009,31762842747146240," TOYOTA: toyota corolla 91 (kennesaw) $1200: automatic 185000 miles a/c everything works ...for ques... http://bit.ly/hg1T9v #carsatlanta","=HYPERLINK(""http://bit.ly/hg1T9v"",""LINK"")"
MB009,31756360899100672," Why is it that after 40...I get up to a walloping hangover...to recall not drinking a damn thing?",
MB009,31753668172709888," @katobell That's not a very long book as I recall.",
MB009,31750497534746624," @moogyboobles not that I recall. Use it as a backup mainly though",
MB009,31730656090259456," For the record, the Toyota was there first. #fb http://plixi.com/p/73577992","=HYPERLINK(""http://plixi.com/p/73577992"",""LINK"")"
MB009,31727852017684480," Looking at buying a Toyota aygo at the moment anybody know of any good deals??",
MB009,31723440222244864," Never dwell on the thought of your shortcomings. Recall instead the memory of the good things you have done...",
MB009,31723225025093633," @djkracing Great job last night DJ in Toyota All-Star Showdown!!!! Soooo close for the win was sooo exciting to watch!!!",
MB009,31718287100350465," RT @jeffbullas: How Toyota Reached 105 Million Readers With Its Social Media Marketing Campaign http://bit.ly/duu9mA","=HYPERLINK(""http://bit.ly/duu9mA"",""LINK"")"
MB009,31714027268734976," The State of Massachusetts issues major recall due to Listeria - http://newzfor.me/?cyug","=HYPERLINK(""http://newzfor.me/?cyug"",""LINK"")"
MB009,31697817785344000," Used car recently added: #TOYOTA #CAMRY only £795 http://bit.ly/fB0WGf http://twitpic.com/3uumpk","=HYPERLINK(""http://bit.ly/fB0WGf"",""LINK"")""=HYPERLINK(""http://twitpic.com/3uumpk"",""LINK"")"
MB009,31692978955223040," @Jenni6277 some Howlite for dream recall ? darn it woman you're nearly as bad as me with crystals in the room ! :)",
MB009,31674455449145344," We might've fucked, not really sure, don't quite recall.",
MB009,31636120643051520," Don't recall seeing it on History Channel RT @PatchesWatches: 'The King's Speech': Brilliant film, less-brilliant history://bit.ly/gGhA4C",
MB009,31625032287387649," #thingsweallhate when you forget what you were about to say and can't recall it right back..",
MB009,31601513591742464," The Googlers Behind Pubsubhubbub Are Back At It With Camlistore. Open Sync, Store, Share: You may recall that ba... http://bit.ly/gBJExP","=HYPERLINK(""http://bit.ly/gBJExP"",""LINK"")"
MB009,31598642485796864," I do recall now, the smell of the rain fresh on the pavement.",
MB009,31595992801345537," Watching the Toyota All- Star Showdown in Irwindale. Only on Speed.",
MB009,31595919958872065," Government Studying Toyota Cars That Experience Problems After Repair http://nxy.in/rf6g4 Auto","=HYPERLINK(""http://nxy.in/rf6g4"",""LINK"")"
MB009,31586335949062144," @TashaMac_08 it was a high speed chase on Roswell...like 9 cops behind a Toyota truck!",
MB009,31576996379099136," @truex_girl1218 Not watching the Toyota Allstar Race?",
MB009,31564452088254464," Watching the 50-lap Crash Test Dummy audition before the Toyota Just-A-Couple-Star Showdown.",
MB009,31557660616691713," @bradhedlund @mseanmcgee recall the whole all or nothing saga for example",
MB009,31556137169981440," Join us on Toyota All Star Showdown chat at http://www.livenascarchat.com/go/10171 #nascar #ToyotaShowdown","=HYPERLINK(""http://www.livenascarchat.com/go/10171"",""LINK"")"
MB009,31536763642187776," @rachealleong Oh my gosh how did you know?? And I don't recall mentioning that I met him in Borders...",
MB009,31529119099387905," @MOi_Saoud Do you recall the name of the store you got i7 930 processor from?",
MB009,31525748963545088," @Chrismorris528 no he probably wont...esp. when they recall it... @dante2534 @klassik85",
MB009,31524323948761088," Randomly recall the lobster cooking moment.",
MB009,31502789339254784," TOYOTA: 1991 Toyota 4x4 Pickup Reg Cab 22RE 5 Speed (Covington) $2400: 1991 Toyota Pickup 4x44 Cy... http://bit.ly/ez4Qo0 #carsatlanta","=HYPERLINK(""http://bit.ly/ez4Qo0"",""LINK"")"
MB009,31500815608844289," 2006 Toyota Camry Price : $9,134 Vehicle type : 4dr Car Mileage : 92913 miles Make : To... http://bit.ly/ib4u2J","=HYPERLINK(""http://bit.ly/ib4u2J"",""LINK"")"
MB009,31491389296480258," @childsplayx2 @kathygee1 And yes I do recall having to put quite a lot of torque into the arm twisting....",
MB009,31489156634906624," Calif. cilantro recalled over salmonella fears: Sabor Farms in Salinas announced the recall Friday. http://bit.ly/eZOrvU","=HYPERLINK(""http://bit.ly/eZOrvU"",""LINK"")"
MB009,31488576067731456," The Googlers Behind Pubsubhubbub Are Back At It With Camlistore. Open Sync, Store, Share: You may recall that b... http://bit.ly/eIIYGm","=HYPERLINK(""http://bit.ly/eIIYGm"",""LINK"")"
MB009,31486374293020672," RECALL ALERT:Merrick Recalls Jr. Texas Taffy Pet Treat Because Of Potential Salmonella http://bit.ly/fHF3rO #Recall #Petfoodrecall","=HYPERLINK(""http://bit.ly/fHF3rO"",""LINK"")"
MB009,31473950760374272," Wtf, I do not recall unfollowing @sendmehome. Stupid beer.",
MB009,31471794175086592," Toronto 1999 Toyota Sienna Certified and E-tested ( Mississauga / Peel Region ) $3,600.00 Well maint... http://tinyurl.com/49sb4bd","=HYPERLINK(""http://tinyurl.com/49sb4bd"",""LINK"")"
MB009,31463761013383169," The State of Massachusetts issues major recall due to Listeria - http://newzfor.me/?cyug","=HYPERLINK(""http://newzfor.me/?cyug"",""LINK"")"
MB009,31452525722869760," @jamie_montreal Don't you recall me being an amateur? I only know good from bad, nothing in between.. ;(",
MB009,31452213993807872," @MasterAlexander that toyota is a magic shield! Remember Arkansas when the drunk driver hit everyone but the toyota!!!",
MB009,31442957349429248," Recall News - Jr. Texas Taffy http://t.co/sjz3DB4 via @BloombergNow","=HYPERLINK(""http://t.co/sjz3DB4"",""LINK"")"
MB009,31442837375549440," Merrick Pet Foods, Inc. Issues Recall 1-28-11 http://ow.ly/3MAvv","=HYPERLINK(""http://ow.ly/3MAvv"",""LINK"")"
MB009,31435060812976128," The State of Massachusetts issues major recall due to Listeria - http://newzfor.me/?cyug [Like it? http://bit.ly/hF0BQw ]","=HYPERLINK(""http://newzfor.me/?cyug"",""LINK"")""=HYPERLINK(""http://bit.ly/hF0BQw"",""LINK"")"
MB009,31425338655383552," Steve Wallace starts 16th, Travis Pastrana 20th for Toyota All-Star Showdown ... - Scene Daily http://su.pr/7uai33","=HYPERLINK(""http://su.pr/7uai33"",""LINK"")"
MB009,31416782849835008," @raphealhamilton I don't recall saying you could bathe me. #wrongruby",
MB009,31413517760331777," @domsterbadger I'm going low c02 with a Toyota Aygo :)",
MB009,31402257081704448," Feed Manufacturer Issues Limited Voluntary Recall of a Horse Feed Product Distributed in California, Nevada, and... http://bit.ly/hBSqgx","=HYPERLINK(""http://bit.ly/hBSqgx"",""LINK"")"
MB009,31398222974947328," Toyota uses MSQDCE, to measure effectiveness; however they are not measured in isolation but in priority and with a systems perspective.",
MB009,31377458406096898," Halloween-Treats: Recall: Toxic Waste candy really is toxic – Montreal Gazette http://bit.ly/dVRM6f","=HYPERLINK(""http://bit.ly/dVRM6f"",""LINK"")"
MB009,31369964145348608," We might have fucked not really sure don't quite recall. #internationalgagaday",
MB009,31352931357827072," Price Reduction!Richmond Hill #ToyotaSay you saw it on Twitter! TOYOTA TOYOTA COROLLA 2007 http://dmbtweet.com/t87068","=HYPERLINK(""http://dmbtweet.com/t87068"",""LINK"")"
MB009,31337745880195072," The State of Massachusetts issues major recall due to Listeria - http://newzfor.me/?cyug","=HYPERLINK(""http://newzfor.me/?cyug"",""LINK"")"
MB009,31324670556905472," "This is life, not heaven. You don't have to be perfect." anyone recall where this quote is from?",
MB009,31316957676445696," joni won the Show 'n Shine meeting 'McDonalds Meet' with a Toyota Supra RZ Turbo!",
MB009,31314192703164416," The State of Massachusetts issues major recall due to Listeria - http://newzfor.me/?cyug","=HYPERLINK(""http://newzfor.me/?cyug"",""LINK"")"
MB009,31308356807299072," JUAL: Toyota Bandung: Toyota all type merdeka motor bandungTOYOTA AUTHORIZED DEALER*MERDEKA MOTOR BANDUNG*P... http://bit.ly/i3LrQK","=HYPERLINK(""http://bit.ly/i3LrQK"",""LINK"")"
MB009,31306277124718592," useful life skills: I can now recall all the kings and queens of England, in order, thanks to 'grandmaster of memory' @tedcooke",
MB009,31304742340661248," Toyota Recalls 1.7 Million Vehicles Over Quality Issues http://t.co/ymcD5TV via @AddThis","=HYPERLINK(""http://t.co/ymcD5TV"",""LINK"")"
MB009,31303966813851648," Used car recently added: #TOYOTA #VERSO only £12996 http://bit.ly/i0nzZJ http://twitpic.com/3ugn8c","=HYPERLINK(""http://bit.ly/i0nzZJ"",""LINK"")""=HYPERLINK(""http://twitpic.com/3ugn8c"",""LINK"")"
MB009,31288007805902848," 1992 Toyota 4x4 Pickup Truck (Eugene) - $6000 http://tinyurl.com/4n6wxtz","=HYPERLINK(""http://tinyurl.com/4n6wxtz"",""LINK"")"
MB009,31277653881257984," Speaking to the porters this morning in Leinster house none can recall a previous Saturday sitting.",
MB009,31271117591154688," Toyota maintains grip as green leader - http://newzfor.me/?cnzh","=HYPERLINK(""http://newzfor.me/?cnzh"",""LINK"")"
MB009,31265622956449792," Used MUV Toyota Wish 2004 from Japan - JapaneseCarTrade.com: 2004, Automatic, Gasoline, ... http://bit.ly/dMerSF JapaneseCarTrade.com","=HYPERLINK(""http://bit.ly/dMerSF"",""LINK"")"
MB009,31265489338507264," Sheffield markets give Toyota thumbs up: ... that operates in the wholesale fruit and vegetable market, has rece... http://bit.ly/goZI02","=HYPERLINK(""http://bit.ly/goZI02"",""LINK"")"
MB009,31240766386872320," Recall Lincoln's advice to a pompoua lady flaunting family sacrifice for the sake of USA and seeking post for son: Give others a chance.",
MB009,31238657012670465," Are Rawlings baseball gloves made in America? - Yahoo! Answers: I recall reading somewhere that it used to be ma... http://bit.ly/fJW2p0","=HYPERLINK(""http://bit.ly/fJW2p0"",""LINK"")"
MB009,31233849543360512," The State of Massachusetts issues major recall due to Listeria - http://newzfor.me/?cyug [Like it? http://bit.ly/gwhnCw ]","=HYPERLINK(""http://newzfor.me/?cyug"",""LINK"")""=HYPERLINK(""http://bit.ly/gwhnCw"",""LINK"")"
MB009,31221177007476736," TOYOTA CELICA 2000 (IND, MO) $4750 - I HAVE A 2003 WITH PRIOR SALVAGE MISSOURI TITTLE TOYOTA CELICA FOR SALE. AUTOM... http://ow.ly/1b5ai5","=HYPERLINK(""http://ow.ly/1b5ai5"",""LINK"")"
